frame.number;frame.time;frame.len;frame.protocols;ip.proto;ip.src;tcp.srcport;udp.srcport;ip.dst;tcp.dstport;udp.dstport
4566;May 20, 2017 17:08:54.030344000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61685;;14.0.38.48;80;
4567;May 20, 2017 17:08:54.030352000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4568;May 20, 2017 17:08:54.030440000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4569;May 20, 2017 17:08:54.030473000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4570;May 20, 2017 17:08:54.030737000 JST;457;eth:ethertype:ip:tcp:http;6;192.168.3.13;61683;;14.0.38.48;80;
4571;May 20, 2017 17:08:54.030869000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4572;May 20, 2017 17:08:54.030872000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4573;May 20, 2017 17:08:54.030913000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4574;May 20, 2017 17:08:54.030950000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4575;May 20, 2017 17:08:54.031022000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4576;May 20, 2017 17:08:54.031025000 JST;1018;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4577;May 20, 2017 17:08:54.031063000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4578;May 20, 2017 17:08:54.031202000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4579;May 20, 2017 17:08:54.031205000 JST;666;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4580;May 20, 2017 17:08:54.031206000 JST;455;eth:ethertype:ip:tcp:http:image-jfif;6;14.0.38.48;80;;192.168.3.13;61682;
4581;May 20, 2017 17:08:54.031250000 JST;456;eth:ethertype:ip:tcp:http;6;192.168.3.13;61685;;14.0.38.48;80;
4582;May 20, 2017 17:08:54.031250000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4583;May 20, 2017 17:08:54.031259000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4584;May 20, 2017 17:08:54.031924000 JST;452;eth:ethertype:ip:tcp:http;6;192.168.3.13;61682;;14.0.38.48;80;
4585;May 20, 2017 17:08:54.054334000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61690;;104.130.195.72;443;
4586;May 20, 2017 17:08:54.055796000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61684;
4587;May 20, 2017 17:08:54.055801000 JST;368;eth:ethertype:ip:tcp:http;6;14.0.38.48;80;;192.168.3.13;61684;
4588;May 20, 2017 17:08:54.055897000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61684;;14.0.38.48;80;
4589;May 20, 2017 17:08:54.057037000 JST;1388;eth:ethertype:ip:tcp:http:image-jfif;6;14.0.38.48;80;;192.168.3.13;61684;
4590;May 20, 2017 17:08:54.057119000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61684;;14.0.38.48;80;
4591;May 20, 2017 17:08:54.061523000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61686;
4592;May 20, 2017 17:08:54.061531000 JST;330;eth:ethertype:ip:tcp:http;6;14.0.38.48;80;;192.168.3.13;61686;
4593;May 20, 2017 17:08:54.061676000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61686;;14.0.38.48;80;
4594;May 20, 2017 17:08:54.061867000 JST;369;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4595;May 20, 2017 17:08:54.061920000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4596;May 20, 2017 17:08:54.064149000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4597;May 20, 2017 17:08:54.064221000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4598;May 20, 2017 17:08:54.064647000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4599;May 20, 2017 17:08:54.064723000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4600;May 20, 2017 17:08:54.066030000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4601;May 20, 2017 17:08:54.066102000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4602;May 20, 2017 17:08:54.066526000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4603;May 20, 2017 17:08:54.066618000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4604;May 20, 2017 17:08:54.067412000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4605;May 20, 2017 17:08:54.067490000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4606;May 20, 2017 17:08:54.067918000 JST;1018;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4607;May 20, 2017 17:08:54.067924000 JST;614;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4608;May 20, 2017 17:08:54.068020000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4609;May 20, 2017 17:08:54.068020000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4610;May 20, 2017 17:08:54.068586000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4611;May 20, 2017 17:08:54.068701000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4612;May 20, 2017 17:08:54.069788000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4613;May 20, 2017 17:08:54.070109000 JST;330;eth:ethertype:ip:tcp:http;6;14.0.38.48;80;;192.168.3.13;61687;
4614;May 20, 2017 17:08:54.070178000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4615;May 20, 2017 17:08:54.072088000 JST;1514;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61685;
4616;May 20, 2017 17:08:54.072148000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61685;;14.0.38.48;80;
4617;May 20, 2017 17:08:54.074541000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61683;
4618;May 20, 2017 17:08:54.074801000 JST;330;eth:ethertype:ip:tcp:http;6;14.0.38.48;80;;192.168.3.13;61683;
4619;May 20, 2017 17:08:54.074866000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61683;;14.0.38.48;80;
4620;May 20, 2017 17:08:54.078565000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61685;
4621;May 20, 2017 17:08:54.078570000 JST;330;eth:ethertype:ip:tcp:http;6;14.0.38.48;80;;192.168.3.13;61685;
4622;May 20, 2017 17:08:54.078681000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61685;;14.0.38.48;80;
4623;May 20, 2017 17:08:54.081677000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4624;May 20, 2017 17:08:54.082238000 JST;330;eth:ethertype:ip:tcp:http;6;14.0.38.48;80;;192.168.3.13;61682;
4625;May 20, 2017 17:08:54.082325000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4626;May 20, 2017 17:08:54.091250000 JST;132;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4627;May 20, 2017 17:08:54.091374000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4628;May 20, 2017 17:08:54.092005000 JST;141;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;60815;;64.233.189.108;993;
4629;May 20, 2017 17:08:54.108081000 JST;74;eth:ethertype:ip:tcp;6;23.253.22.115;443;;192.168.3.13;61688;
4630;May 20, 2017 17:08:54.108198000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61688;;23.253.22.115;443;
4631;May 20, 2017 17:08:54.109141000 JST;305;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61688;;23.253.22.115;443;
4632;May 20, 2017 17:08:54.145360000 JST;66;eth:ethertype:ip:tcp;6;64.233.189.108;993;;192.168.3.13;60815;
4633;May 20, 2017 17:08:54.157024000 JST;357;eth:ethertype:ip:tcp:http:image-gif;6;221.110.252.9;80;;192.168.3.13;61689;
4634;May 20, 2017 17:08:54.157092000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61689;;221.110.252.9;80;
4635;May 20, 2017 17:08:54.254911000 JST;74;eth:ethertype:ip:tcp;6;104.130.195.72;443;;192.168.3.13;61690;
4636;May 20, 2017 17:08:54.285632000 JST;66;eth:ethertype:ip:tcp;6;23.253.22.115;443;;192.168.3.13;61688;
4637;May 20, 2017 17:08:54.290923000 JST;1514;eth:ethertype:ip:tcp:ssl;6;23.253.22.115;443;;192.168.3.13;61688;
4638;May 20, 2017 17:08:54.291321000 JST;1514;eth:ethertype:ip:tcp:ssl:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:x509ce:x509ce:x509ce:x509ce:x509ce:pkix1explicit:pkix1implicit:x509ce:pkcs-1:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:x509ce:pkix1implicit:x509ce:x509ce:pkix1explicit:x509ce:x509ce:pkcs-1:ssl;6;23.253.22.115;443;;192.168.3.13;61688;
4639;May 20, 2017 17:08:54.291383000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61688;;23.253.22.115;443;
4640;May 20, 2017 17:08:54.291547000 JST;311;eth:ethertype:ip:tcp:ssl:ssl;6;23.253.22.115;443;;192.168.3.13;61688;
4641;May 20, 2017 17:08:54.291595000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61688;;23.253.22.115;443;
4642;May 20, 2017 17:08:54.309935000 JST;141;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61688;;23.253.22.115;443;
4643;May 20, 2017 17:08:54.309936000 JST;72;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61688;;23.253.22.115;443;
4644;May 20, 2017 17:08:54.309936000 JST;131;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61688;;23.253.22.115;443;
4645;May 20, 2017 17:08:54.310002000 JST;111;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61688;;23.253.22.115;443;
4646;May 20, 2017 17:08:54.487051000 JST;66;eth:ethertype:ip:tcp;6;23.253.22.115;443;;192.168.3.13;61688;
4647;May 20, 2017 17:08:54.490586000 JST;66;eth:ethertype:ip:tcp;6;23.253.22.115;443;;192.168.3.13;61688;
4648;May 20, 2017 17:08:54.490591000 JST;117;eth:ethertype:ip:tcp:ssl;6;23.253.22.115;443;;192.168.3.13;61688;
4649;May 20, 2017 17:08:54.490701000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61688;;23.253.22.115;443;
4650;May 20, 2017 17:08:54.492513000 JST;498;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61688;;23.253.22.115;443;
4651;May 20, 2017 17:08:54.677190000 JST;425;eth:ethertype:ip:tcp:ssl;6;23.253.22.115;443;;192.168.3.13;61688;
4652;May 20, 2017 17:08:54.677304000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61688;;23.253.22.115;443;
4653;May 20, 2017 17:08:54.819190000 JST;153;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4654;May 20, 2017 17:08:54.819193000 JST;114;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4655;May 20, 2017 17:08:54.819272000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4656;May 20, 2017 17:08:54.819272000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4657;May 20, 2017 17:08:54.829488000 JST;168;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;60815;;64.233.189.108;993;
4658;May 20, 2017 17:08:54.882711000 JST;66;eth:ethertype:ip:tcp;6;64.233.189.108;993;;192.168.3.13;60815;
4659;May 20, 2017 17:08:55.237656000 JST;129;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4660;May 20, 2017 17:08:55.237660000 JST;143;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4661;May 20, 2017 17:08:55.237662000 JST;114;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4662;May 20, 2017 17:08:55.237763000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4663;May 20, 2017 17:08:55.237843000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4664;May 20, 2017 17:08:55.237843000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4665;May 20, 2017 17:08:55.241673000 JST;108;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;60815;;64.233.189.108;993;
4666;May 20, 2017 17:08:55.287803000 JST;114;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4667;May 20, 2017 17:08:55.287911000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4668;May 20, 2017 17:08:55.294763000 JST;66;eth:ethertype:ip:tcp;6;64.233.189.108;993;;192.168.3.13;60815;
4669;May 20, 2017 17:08:55.638224000 JST;105;eth:ethertype:ip:tcp:ssl;6;64.233.189.108;993;;192.168.3.13;60815;
4670;May 20, 2017 17:08:55.638229000 JST;74;eth:ethertype:ip:tcp;6;104.130.195.72;443;;192.168.3.13;61690;
4671;May 20, 2017 17:08:55.638323000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;60815;;64.233.189.108;993;
4672;May 20, 2017 17:08:57.702800000 JST;74;eth:ethertype:ip:tcp;6;104.130.195.72;443;;192.168.3.13;61690;
4673;May 20, 2017 17:09:00.350260000 JST;101;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;60815;;64.233.189.108;993;
4674;May 20, 2017 17:09:00.403907000 JST;66;eth:ethertype:ip:tcp;6;64.233.189.108;993;;192.168.3.13;60815;
4675;May 20, 2017 17:09:00.514256000 JST;83;eth:ethertype:ip:udp:dns;17;192.168.3.13;;55517;192.168.3.1;;53
4676;May 20, 2017 17:09:00.516201000 JST;74;eth:ethertype:ip:udp:dns;17;192.168.3.13;;64226;192.168.3.1;;53
4677;May 20, 2017 17:09:00.518850000 JST;75;eth:ethertype:ip:udp:dns;17;192.168.3.13;;51930;192.168.3.1;;53
4678;May 20, 2017 17:09:00.529807000 JST;201;eth:ethertype:ip:udp:dns;17;192.168.3.1;;53;192.168.3.13;;55517
4679;May 20, 2017 17:09:00.531759000 JST;171;eth:ethertype:ip:udp:dns;17;192.168.3.1;;53;192.168.3.13;;64226
4680;May 20, 2017 17:09:00.532539000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4681;May 20, 2017 17:09:00.533514000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61692;;183.79.249.252;443;
4682;May 20, 2017 17:09:00.534367000 JST;189;eth:ethertype:ip:udp:dns;17;192.168.3.1;;53;192.168.3.13;;51930
4683;May 20, 2017 17:09:00.535385000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61693;;183.79.249.252;443;
4684;May 20, 2017 17:09:00.553103000 JST;74;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
4685;May 20, 2017 17:09:00.553211000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4686;May 20, 2017 17:09:00.553770000 JST;299;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61691;;183.79.249.252;443;
4687;May 20, 2017 17:09:00.554054000 JST;74;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61692;
4688;May 20, 2017 17:09:00.554113000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61692;;183.79.249.252;443;
4689;May 20, 2017 17:09:00.554579000 JST;285;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61692;;183.79.249.252;443;
4690;May 20, 2017 17:09:00.557793000 JST;74;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61693;
4691;May 20, 2017 17:09:00.557883000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61693;;183.79.249.252;443;
4692;May 20, 2017 17:09:00.558354000 JST;291;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61693;;183.79.249.252;443;
4693;May 20, 2017 17:09:00.562962000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4694;May 20, 2017 17:09:00.563053000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4695;May 20, 2017 17:09:00.563198000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61686;
4696;May 20, 2017 17:09:00.563201000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61683;
4697;May 20, 2017 17:09:00.563212000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61682;;14.0.38.48;80;
4698;May 20, 2017 17:09:00.563269000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61686;;14.0.38.48;80;
4699;May 20, 2017 17:09:00.563285000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61683;;14.0.38.48;80;
4700;May 20, 2017 17:09:00.563456000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61685;
4701;May 20, 2017 17:09:00.563458000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61684;
4702;May 20, 2017 17:09:00.563471000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61686;;14.0.38.48;80;
4703;May 20, 2017 17:09:00.563491000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61685;;14.0.38.48;80;
4704;May 20, 2017 17:09:00.563496000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61684;;14.0.38.48;80;
4705;May 20, 2017 17:09:00.563576000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61683;;14.0.38.48;80;
4706;May 20, 2017 17:09:00.563755000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4707;May 20, 2017 17:09:00.563793000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4708;May 20, 2017 17:09:00.563821000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61684;;14.0.38.48;80;
4709;May 20, 2017 17:09:00.563905000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61685;;14.0.38.48;80;
4710;May 20, 2017 17:09:00.564078000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61687;;14.0.38.48;80;
4711;May 20, 2017 17:09:00.581969000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61682;
4712;May 20, 2017 17:09:00.582153000 JST;66;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
4713;May 20, 2017 17:09:00.582531000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61686;
4714;May 20, 2017 17:09:00.583463000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
4715;May 20, 2017 17:09:00.583929000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
4716;May 20, 2017 17:09:00.583995000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4717;May 20, 2017 17:09:00.584412000 JST;1266;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
4718;May 20, 2017 17:09:00.584455000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4719;May 20, 2017 17:09:00.584552000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61683;
4720;May 20, 2017 17:09:00.584554000 JST;66;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61692;
4721;May 20, 2017 17:09:00.585417000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61684;
4722;May 20, 2017 17:09:00.585700000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61685;
4723;May 20, 2017 17:09:00.586138000 JST;876;eth:ethertype:ip:tcp:ssl:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:pkix1implicit:pkix1explicit:x509ce:pkix1implicit:x509ce:x509ce:x509ce:x509ce:x509ce:pkcs-1:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:x509ce:x509ce:pkix1implicit:x509ce:x509ce:pkix1explicit:pkcs-1:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
4724;May 20, 2017 17:09:00.586140000 JST;66;eth:ethertype:ip:tcp;6;14.0.38.48;80;;192.168.3.13;61687;
4725;May 20, 2017 17:09:00.586203000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4726;May 20, 2017 17:09:00.586453000 JST;66;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61693;
4727;May 20, 2017 17:09:00.587799000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61693;
4728;May 20, 2017 17:09:00.588253000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61693;
4729;May 20, 2017 17:09:00.588311000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61693;;183.79.249.252;443;
4730;May 20, 2017 17:09:00.588689000 JST;1266;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61693;
4731;May 20, 2017 17:09:00.588736000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61693;;183.79.249.252;443;
4732;May 20, 2017 17:09:00.589989000 JST;876;eth:ethertype:ip:tcp:ssl:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:pkix1implicit:pkix1explicit:x509ce:pkix1implicit:x509ce:x509ce:x509ce:x509ce:x509ce:pkcs-1:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:x509ce:x509ce:pkix1implicit:x509ce:x509ce:pkix1explicit:pkcs-1:ssl;6;183.79.249.252;443;;192.168.3.13;61693;
4733;May 20, 2017 17:09:00.590029000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61693;;183.79.249.252;443;
4734;May 20, 2017 17:09:00.598684000 JST;141;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61691;;183.79.249.252;443;
4735;May 20, 2017 17:09:00.598684000 JST;72;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61691;;183.79.249.252;443;
4736;May 20, 2017 17:09:00.598684000 JST;111;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61691;;183.79.249.252;443;
4737;May 20, 2017 17:09:00.600331000 JST;141;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61693;;183.79.249.252;443;
4738;May 20, 2017 17:09:00.600332000 JST;72;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61693;;183.79.249.252;443;
4739;May 20, 2017 17:09:00.600332000 JST;111;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61693;;183.79.249.252;443;
4740;May 20, 2017 17:09:00.601459000 JST;1514;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61692;
4741;May 20, 2017 17:09:00.601969000 JST;1514;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61692;
4742;May 20, 2017 17:09:00.602015000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61692;;183.79.249.252;443;
4743;May 20, 2017 17:09:00.602391000 JST;1266;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61692;
4744;May 20, 2017 17:09:00.602464000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61692;;183.79.249.252;443;
4745;May 20, 2017 17:09:00.604226000 JST;876;eth:ethertype:ip:tcp:ssl:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:pkix1implicit:pkix1explicit:x509ce:pkix1implicit:x509ce:x509ce:x509ce:x509ce:x509ce:pkcs-1:pkcs-1:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:x509sat:pkcs-1:x509ce:x509ce:x509ce:x509ce:pkix1implicit:x509ce:x509ce:pkix1explicit:pkcs-1:ssl;6;183.79.249.252;443;;192.168.3.13;61692;
4746;May 20, 2017 17:09:00.604291000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61692;;183.79.249.252;443;
4747;May 20, 2017 17:09:00.613034000 JST;141;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61692;;183.79.249.252;443;
4748;May 20, 2017 17:09:00.613034000 JST;72;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61692;;183.79.249.252;443;
4749;May 20, 2017 17:09:00.613034000 JST;111;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61692;;183.79.249.252;443;
4750;May 20, 2017 17:09:00.620981000 JST;66;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61691;
4751;May 20, 2017 17:09:00.621826000 JST;117;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
4752;May 20, 2017 17:09:00.621912000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4753;May 20, 2017 17:09:00.622071000 JST;116;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
4754;May 20, 2017 17:09:00.622076000 JST;108;eth:ethertype:ip:tcp:ssl;6;183.79.249.252;443;;192.168.3.13;61691;
4755;May 20, 2017 17:09:00.622139000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4756;May 20, 2017 17:09:00.622140000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61691;;183.79.249.252;443;
4757;May 20, 2017 17:09:00.623019000 JST;66;eth:ethertype:ip:tcp;6;183.79.249.252;443;;192.168.3.13;61693;
